127.0.0.1 - - [08/Sep/2023:09:20:47 +0900] "GET / HTTP/1.1" 404 807
0:0:0:0:0:0:0:1 - - [08/Sep/2023:12:47:07 +0900] "GET /JSP7/board/writeForm.jsp HTTP/1.1" 200 603
0:0:0:0:0:0:0:1 - - [08/Sep/2023:12:47:07 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [08/Sep/2023:12:47:18 +0900] "GET /JSP7/board/writeForm.jsp HTTP/1.1" 200 603
0:0:0:0:0:0:0:1 - - [08/Sep/2023:12:47:18 +0900] "GET /favicon.ico HTTP/1.1" 404 818
127.0.0.1 - - [08/Sep/2023:13:00:20 +0900] "GET / HTTP/1.1" 404 807
0:0:0:0:0:0:0:1 - - [08/Sep/2023:13:00:21 +0900] "GET /JSP7/board/writePro.jsp HTTP/1.1" 500 2658
0:0:0:0:0:0:0:1 - - [08/Sep/2023:13:00:21 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [08/Sep/2023:13:00:46 +0900] "GET /JSP7/board/writePro.jsp HTTP/1.1" 500 2658
0:0:0:0:0:0:0:1 - - [08/Sep/2023:13:00:46 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [08/Sep/2023:13:01:54 +0900] "GET /JSP7/board/writePro.jsp HTTP/1.1" 200 168
0:0:0:0:0:0:0:1 - - [08/Sep/2023:13:01:54 +0900] "GET /favicon.ico HTTP/1.1" 404 818
127.0.0.1 - - [08/Sep/2023:15:07:35 +0900] "GET / HTTP/1.1" 404 807
0:0:0:0:0:0:0:1 - - [08/Sep/2023:15:07:35 +0900] "GET /JSP7/member/insertForm.jsp HTTP/1.1" 200 8167
0:0:0:0:0:0:0:1 - - [08/Sep/2023:15:07:35 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [08/Sep/2023:15:07:41 +0900] "GET /JSP7/member/insertForm.jsp HTTP/1.1" 200 8167
